countrycode,year,rgdpe
DNK,1998,161317.09
DNK,1999,165581.73
DNK,2000,173555.33
DNK,2001,172952.41
DNK,2002,176181.56
DNK,2003,168813.92
DNK,2004,175252.66
DNK,2005,174146.64
DNK,2006,184238.34
DNK,2007,192732.47
DNK,2008,198749.92
DNK,2009,188469.42
DNK,2010,200073.67
DNK,2011,200036.2
DOM,1950,
DOM,1951,4895.5
DOM,1952,4648.51
DOM,1953,4534.94
DOM,1954,5023.35
DOM,1955,4985.69
DOM,1956,5475.45
DOM,1957,6253.62
DOM,1958,6081.33
DOM,1959,6167.17
DOM,1960,6990.03
DOM,1961,6809.21
DOM,1962,8491.21
DOM,1963,9131.04
DOM,1964,9612.22
DOM,1965,8376.49
DOM,1966,9146.68
DOM,1967,9349.99
DOM,1968,9374.87
DOM,1969,10385.75
DOM,1970,12203.49
DOM,1971,13301.46
DOM,1972,14722.19
DOM,1973,16323.33
DOM,1974,17986.44
DOM,1975,19915.98
DOM,1976,19464.13
DOM,1977,20377.56
DOM,1978,20167.68
DOM,1979,21129.27
DOM,1980,23898.36
DOM,1981,25449.32
DOM,1982,25458.65
DOM,1983,26730.69
DOM,1984,25915.42
DOM,1985,25808.05
DOM,1986,27279.28
DOM,1987,28510.14
DOM,1988,30634.38
DOM,1989,30194.22
DOM,1990,27796.57
DOM,1991,28363.25
DOM,1992,31473.93
DOM,1993,34298.45
DOM,1994,35886.75
DOM,1995,37430.48
DOM,1996,39740.21
DOM,1997,43632.52
DOM,1998,47523.2
DOM,1999,50099.54
DOM,2000,51835.23
DOM,2001,53919.45
DOM,2002,56548.52
DOM,2003,54727.43
DOM,2004,56657.71
DOM,2005,61020.99
DOM,2006,67392.98
DOM,2007,73135.12
DOM,2008,75669.97
DOM,2009,80644.43
DOM,2010,85167.28
DOM,2011,87666.99
ECU,1950,5700.82
ECU,1951,5865.12
ECU,1952,6483.01
ECU,1953,6780.13
ECU,1954,7479.02
ECU,1955,7784.37
ECU,1956,8039.12
ECU,1957,8345.06
ECU,1958,8537.43
ECU,1959,8964.39
ECU,1960,9525.74
ECU,1961,9952.25
ECU,1962,10451.19
ECU,1963,10667.86
ECU,1964,11479.65
ECU,1965,11807.98
ECU,1966,12236.8
ECU,1967,13138.29
ECU,1968,13747.9
ECU,1969,14096.37
ECU,1970,15195.7
ECU,1971,15790.74
ECU,1972,16706.46
ECU,1973,19292.11
ECU,1974,24093.56
ECU,1975,24422.28
ECU,1976,27123.62
ECU,1977,30352.82
ECU,1978,31445.91
ECU,1979,34692.16
ECU,1980,36888.12
ECU,1981,37489.56
ECU,1982,37905.62
ECU,1983,36633.1
ECU,1984,37753.63
ECU,1985,38665.78
ECU,1986,36949.27
ECU,1987,35294.46
ECU,1988,37372.43
ECU,1989,38522.32
ECU,1990,41338.57
ECU,1991,42479.01
ECU,1992,43832.83
ECU,1993,42756.2
ECU,1994,45085.45
ECU,1995,45850.32
ECU,1996,47356.05
ECU,1997,48977.13
ECU,1998,48558.45
ECU,1999,47797.53
ECU,2000,52084.92
ECU,2001,53842.12
ECU,2002,59436.61
ECU,2003,63567.3
ECU,2004,71264.57
ECU,2005,80649.94
ECU,2006,86411.04
ECU,2007,90018.05
ECU,2008,98189.3
ECU,2009,93540.35
ECU,2010,98562.6
ECU,2011,104914.16
EGY,1950,11864.64
EGY,1951,12323.27
EGY,1952,11398.82
EGY,1953,11429.14
EGY,1954,12139.69
EGY,1955,12685.89
EGY,1956,13134.25
EGY,1957,13693.38
EGY,1958,13892.25
EGY,1959,15429.13
EGY,1960,15978.95
EGY,1961,16678.6
EGY,1962,17602.15
EGY,1963,19144.74
EGY,1964,21656.61
EGY,1965,22505.28
EGY,1966,23251.31
EGY,1967,24055.02
EGY,1968,26531.58
EGY,1969,28489.76
EGY,1970,32299.13
EGY,1971,32945.55
EGY,1972,35054.04
EGY,1973,35384.7
EGY,1974,39074.18
EGY,1975,40685.3
EGY,1976,42040.73
EGY,1977,44499.66
EGY,1978,46713.62
EGY,1979,46399.86
EGY,1980,47739.86
EGY,1981,57080.96
EGY,1982,57371.3
EGY,1983,66050.47
EGY,1984,74790.41
EGY,1985,79999.55
EGY,1986,81173.45
EGY,1987,83845.95
EGY,1988,82991.27
EGY,1989,92392.98
EGY,1990,103418.05
EGY,1991,119894.14
EGY,1992,139565.78
EGY,1993,156263.02
EGY,1994,178266.33
EGY,1995,209098.44
EGY,1996,251226.25
EGY,1997,262896.97
EGY,1998,265638.75
EGY,1999,280206.34
EGY,2000,293284.53
EGY,2001,307219.22
EGY,2002,315937.66
EGY,2003,328368.28
EGY,2004,344704.69
EGY,2005,357138.22
EGY,2006,376828.28
EGY,2007,402476.75
EGY,2008,425746.88
EGY,2009,432358.19
EGY,2010,461198.09
EGY,2011,483047.34
ESP,1950,87202.46
ESP,1951,101808.74
ESP,1952,106245.27
ESP,1953,102363.98
ESP,1954,115889.14
ESP,1955,121968.98
ESP,1956,131073.8
ESP,1957,137206.56
ESP,1958,143208.2
ESP,1959,139988.42
ESP,1960,155266.7
ESP,1961,172878.28
ESP,1962,189809.39
ESP,1963,208049.03
ESP,1964,219026.92
ESP,1965,231617.42
ESP,1966,250947.69
ESP,1967,265374.91
ESP,1968,284029.97
ESP,1969,311117.56
ESP,1970,324388.13
ESP,1971,341349.09
ESP,1972,370883.91
ESP,1973,398904.09
ESP,1974,408826.78
ESP,1975,414432.38
ESP,1976,434212.88
ESP,1977,452512.81
ESP,1978,471125.88
ESP,1979,479746.66
ESP,1980,486527.66
ESP,1981,456926.53
ESP,1982,444837.59
ESP,1983,433515.47
ESP,1984,428729.41
ESP,1985,426524.16
ESP,1986,458064.53
ESP,1987,494317.09
ESP,1988,533298.06
ESP,1989,572843.19
ESP,1990,611508.94
ESP,1991,643546.88
ESP,1992,663885.56
ESP,1993,664671.69
ESP,1994,694964.88
ESP,1995,735554.38
ESP,1996,760325.69
ESP,1997,814348.63
ESP,1998,881108.69
ESP,1999,929423
ESP,2000,978498.56
ESP,2001,1020685.94
ESP,2002,1070456.88
ESP,2003,1082872.75
ESP,2004,1135853.25
ESP,2005,1179911.25
ESP,2006,1284171.25
ESP,2007,1387653.5
ESP,2008,1406988.13
ESP,2009,1363447
ESP,2010,1354640.88
ESP,2011,1344672
EST,1950,
EST,1951,
EST,1952,
EST,1953,
EST,1954,
EST,1955,
EST,1956,
EST,1957,
EST,1958,
EST,1959,
EST,1960,
EST,1961,
EST,1962,
EST,1963,
EST,1964,
EST,1965,
EST,1966,
EST,1967,
EST,1968,
EST,1969,
EST,1970,
EST,1971,
EST,1972,
EST,1973,
EST,1974,
EST,1975,
EST,1976,
EST,1977,
EST,1978,
EST,1979,
EST,1980,
EST,1981,
EST,1982,
EST,1983,
EST,1984,
EST,1985,
EST,1986,
EST,1987,
EST,1988,
EST,1989,
EST,1990,16423.71
EST,1991,17905.38
EST,1992,13232.25
EST,1993,12556.94
EST,1994,12109.09
EST,1995,13208.47
EST,1996,11785.65
EST,1997,13107.19
EST,1998,13821.77
EST,1999,14336.66
EST,2000,15584.91
EST,2001,16455.51
EST,2002,17531.29
EST,2003,18642.47
EST,2004,19999.05
EST,2005,21473.48
EST,2006,23922.49
EST,2007,27011.01
EST,2008,26956.72
EST,2009,24039.33
EST,2010,25265.35
EST,2011,27155.38
ETH,1950,7045.61
ETH,1951,8050.41
ETH,1952,8391.17
ETH,1953,8958.53
ETH,1954,9013.4
ETH,1955,9215.72
ETH,1956,9670.87
ETH,1957,9614.28
ETH,1958,9715.58
ETH,1959,10323.96
ETH,1960,10829.43
ETH,1961,11281.83
ETH,1962,11665.08
ETH,1963,12047.25
ETH,1964,12935.22
ETH,1965,13846.43
ETH,1966,14295.76
ETH,1967,14416.8
ETH,1968,15066.78
ETH,1969,16205.55
ETH,1970,16043.82
ETH,1971,16708.64
ETH,1972,17618.19
ETH,1973,18219.33
ETH,1974,18539.49
ETH,1975,18919.22
ETH,1976,19638.32
ETH,1977,19833.06
ETH,1978,20050.31
ETH,1979,20616.33
ETH,1980,21869.49
ETH,1981,24297.26
ETH,1982,26493.41
ETH,1983,30646.2
ETH,1984,31131.72
ETH,1985,32141.84
ETH,1986,32817.43
ETH,1987,27858.38
ETH,1988,33146.36
ETH,1989,32920.34
ETH,1990,32843.44
ETH,1991,30635.49
ETH,1992,27480.92
ETH,1993,29798.63
ETH,1994,27856.28
ETH,1995,31088.09
ETH,1996,31985.15
ETH,1997,35571.81
ETH,1998,32591.64
ETH,1999,33485.88
ETH,2000,33591.96
ETH,2001,35023.41
ETH,2002,33351.3
ETH,2003,32560.6
ETH,2004,37085.15
ETH,2005,44060.18
ETH,2006,49313.01
ETH,2007,57733.71
ETH,2008,62361
ETH,2009,70338.42
ETH,2010,76285.69
ETH,2011,80507.55
FIN,1950,21025.94
FIN,1951,25014.15
FIN,1952,25303.03
FIN,1953,24347.4
FIN,1954,27291.12
FIN,1955,29933.77
FIN,1956,30480.26
FIN,1957,30307.76
FIN,1958,30282.02
FIN,1959,32604.67
FIN,1960,36027.09
FIN,1961,39713.15
FIN,1962,40395.07
FIN,1963,41276.03
FIN,1964,43388.48
FIN,1965,46369.15
FIN,1966,47613.95
FIN,1967,48634.5
FIN,1968,50654.13
FIN,1969,56105.35
FIN,1970,60828.84
FIN,1971,61782.51
FIN,1972,65741.2
FIN,1973,70713.52
FIN,1974,72833.59
FIN,1975,72473.98
FIN,1976,72495.66
FIN,1977,71777.16
FIN,1978,73397.68
FIN,1979,79666.57
FIN,1980,82909.38
FIN,1981,82788.67
FIN,1982,84145.48
FIN,1983,85181.3
FIN,1984,87451.81
FIN,1985,88308.48
FIN,1986,92078.26
FIN,1987,96456.25
FIN,1988,104586.47
FIN,1989,111632.44
FIN,1990,111269.95
FIN,1991,101018.7
FIN,1992,96931.02
FIN,1993,95665.86
FIN,1994,101794.91
FIN,1995,111447.04
FIN,1996,112572.63
FIN,1997,124229.75
FIN,1998,135991.59
FIN,1999,142231.83
FIN,2000,151109.27
FIN,2001,152417.44
FIN,2002,153404.67
FIN,2003,149759.48
FIN,2004,157416.95
FIN,2005,158206.81
FIN,2006,164441.17
FIN,2007,178824.69
FIN,2008,184771.13
FIN,2009,171995.88
FIN,2010,177361.78
FIN,2011,183040.56
FJI,1950,
FJI,1951,
FJI,1952,
FJI,1953,
FJI,1954,
FJI,1955,
FJI,1956,
FJI,1957,
FJI,1958,
FJI,1959,
FJI,1960,926.91
FJI,1961,952.73
FJI,1962,966.73
FJI,1963,1160.47
FJI,1964,1335.04
FJI,1965,1060.43
FJI,1966,1104.37
FJI,1967,1178.27
FJI,1968,1313.41
FJI,1969,1384.02
FJI,1970,1539.43
FJI,1971,1646.05
FJI,1972,1778.5
FJI,1973,2003.49
FJI,1974,2189.86
FJI,1975,2399.89
FJI,1976,2416.75
FJI,1977,2559.04
FJI,1978,2630.97
FJI,1979,2987.12
FJI,1980,2993.68
FJI,1981,2789.2
FJI,1982,2782.69
FJI,1983,2764.52
FJI,1984,2934.69
FJI,1985,3020.72
FJI,1986,3063.52
FJI,1987,3087.69
FJI,1988,3162.21
FJI,1989,3408.93
FJI,1990,3707.25
FJI,1991,3611.74
FJI,1992,3759.71
FJI,1993,3828.58
FJI,1994,3893.4
FJI,1995,4081.28
FJI,1996,4294.61
FJI,1997,4400.65
FJI,1998,4200.56
FJI,1999,4129.79
FJI,2000,4405.58
FJI,2001,4243.51
FJI,2002,4242.99
FJI,2003,4288.93
FJI,2004,4226.82
FJI,2005,4369.34
FJI,2006,4474.24
FJI,2007,4430.36
FJI,2008,4437.18
FJI,2009,4411.94
FJI,2010,4341.12
FJI,2011,4603.77
FRA,1950,267727.69
FRA,1951,280599.22
FRA,1952,290029.16
FRA,1953,303585.47
FRA,1954,320189.25
FRA,1955,338129.19
FRA,1956,355306.56
FRA,1957,375679.16
FRA,1958,387395.84
FRA,1959,400197.16
FRA,1960,433285.16
FRA,1961,454710.59
FRA,1962,484807.41
FRA,1963,515729.69
FRA,1964,551318.88
FRA,1965,577521.88
FRA,1966,608352.5
FRA,1967,638973.56
FRA,1968,666235.88
FRA,1969,714444.5
FRA,1970,756393.75
FRA,1971,801747.5
FRA,1972,847215.06
FRA,1973,912600.06
FRA,1974,935919.19
FRA,1975,937177.13
FRA,1976,982498
FRA,1977,1018923.69
FRA,1978,1071231.38
FRA,1979,1111884.75
FRA,1980,1120087.75
FRA,1981,1084732.63
FRA,1982,1084264.88
FRA,1983,1073581.5
FRA,1984,1059605.25
FRA,1985,1053737.13
FRA,1986,1105407.75
FRA,1987,1136186.88
FRA,1988,1202090
FRA,1989,1255426.25
FRA,1990,1293837
FRA,1991,1306009.75
FRA,1992,1328096
FRA,1993,1318129.5
FRA,1994,1353998.88
FRA,1995,1386091.75
FRA,1996,1406374.5
FRA,1997,1489535.63
FRA,1998,1592624.88
FRA,1999,1661577
FRA,2000,1752570.13
FRA,2001,1816995.88
FRA,2002,1847395.5
FRA,2003,1762249.13
FRA,2004,1801243
FRA,2005,1833415.25
FRA,2006,1891908.38
FRA,2007,1999646.88
FRA,2008,2016267.63
FRA,2009,1971156.13
FRA,2010,2031723.25
FRA,2011,2057959.25
GAB,1950,
GAB,1951,
GAB,1952,
GAB,1953,
GAB,1954,
GAB,1955,
GAB,1956,
GAB,1957,
GAB,1958,
GAB,1959,
GAB,1960,1221.37
GAB,1961,1309.3
GAB,1962,1475.2
GAB,1963,1775.96
GAB,1964,1962.46
GAB,1965,2219.25
GAB,1966,2013.38
GAB,1967,2296.16
GAB,1968,2324.39
GAB,1969,2477.09
GAB,1970,2882.21
GAB,1971,3225.49
GAB,1972,3142.99
GAB,1973,3600.81
GAB,1974,4835.54
GAB,1975,4896.51
GAB,1976,5988.22
GAB,1977,5796.51
GAB,1978,6450.41
GAB,1979,7130.96
GAB,1980,8246.38
GAB,1981,8408.46
GAB,1982,7722.39
GAB,1983,8516.29
GAB,1984,8385
GAB,1985,7740.15
GAB,1986,6231.78
GAB,1987,5737.49
GAB,1988,5426.74
GAB,1989,7321.81
GAB,1990,7320.36
GAB,1991,7892.18
GAB,1992,7537.29
GAB,1993,7488.15
GAB,1994,8067.15
GAB,1995,8294.25
GAB,1996,9238.05
GAB,1997,8001.71
GAB,1998,7194.53
GAB,1999,8296.93
GAB,2000,10694.08
GAB,2001,10537.25
GAB,2002,10828.2
GAB,2003,12582.4
GAB,2004,15130.61
GAB,2005,21403.51
GAB,2006,20960.5
GAB,2007,22245.52
GAB,2008,26759.84
GAB,2009,24812.93
GAB,2010,30034.55
GAB,2011,27397.96
GBR,1950,401533.06
GBR,1951,408362.88
GBR,1952,413528.41
GBR,1953,438148.13
GBR,1954,454230.66
GBR,1955,471871.16
GBR,1956,484352
GBR,1957,493463.91
GBR,1958,498901.84
GBR,1959,515831.59
GBR,1960,540333.13
GBR,1961,554870.19
GBR,1962,563134.19
GBR,1963,583911.31
GBR,1964,618630.94
GBR,1965,635841.56
GBR,1966,650820.06
GBR,1967,666674.94
GBR,1968,690617.75
GBR,1969,704844.88
GBR,1970,724500.38
GBR,1971,736273.44
GBR,1972,762571.44
GBR,1973,796946.13
GBR,1974,754122.88
GBR,1975,765867.81
GBR,1976,799237.5
GBR,1977,838532.5
GBR,1978,896929.13
GBR,1979,945722.06
GBR,1980,962106.38
GBR,1981,934820.13
GBR,1982,937076.94
GBR,1983,957049.13
GBR,1984,966283.13
GBR,1985,991713.94
GBR,1986,1023308.38
GBR,1987,1076656.25
GBR,1988,1144406.75
GBR,1989,1179914.25
GBR,1990,1197012.25
GBR,1991,1186299.75
GBR,1992,1194611.63
GBR,1993,1228655.88
GBR,1994,1284593.38
GBR,1995,1321099.63
GBR,1996,1389455.75
GBR,1997,1519619.25
GBR,1998,1604542.38
GBR,1999,1688047.5
GBR,2000,1776222.63
GBR,2001,1836967.5
GBR,2002,1861418.13
GBR,2003,1879851.25
GBR,2004,1955738.25
GBR,2005,1961780.5
GBR,2006,2022464.5
GBR,2007,2067954.88
GBR,2008,2018332.25
GBR,2009,1922409.75
GBR,2010,2016349.25
GBR,2011,2019612.75
GEO,1950,
GEO,1951,
GEO,1952,
GEO,1953,
GEO,1954,
GEO,1955,
GEO,1956,
GEO,1957,
GEO,1958,
GEO,1959,
GEO,1960,
GEO,1961,
GEO,1962,
GEO,1963,
GEO,1964,
GEO,1965,
GEO,1966,
GEO,1967,
GEO,1968,
GEO,1969,
GEO,1970,
GEO,1971,
GEO,1972,
GEO,1973,
GEO,1974,
GEO,1975,
GEO,1976,
GEO,1977,
GEO,1978,
GEO,1979,
GEO,1980,
GEO,1981,
GEO,1982,
GEO,1983,
GEO,1984,
GEO,1985,
GEO,1986,
GEO,1987,
GEO,1988,
GEO,1989,
GEO,1990,51181.98
GEO,1991,43427.11
GEO,1992,19699.42
GEO,1993,11401.04
GEO,1994,10486.08
GEO,1995,11189.04
GEO,1996,12176.39
GEO,1997,12800.37
GEO,1998,12350.93
GEO,1999,12294.92
GEO,2000,12234.72
GEO,2001,12695.52
GEO,2002,13504.38
GEO,2003,14956.63
GEO,2004,16027.53
GEO,2005,17485.93
GEO,2006,19520.11
GEO,2007,21712.55
GEO,2008,22600.63
GEO,2009,22574.04
GEO,2010,23315.11
GEO,2011,24662.26
GHA,1950,
GHA,1951,
GHA,1952,
GHA,1953,
GHA,1954,
GHA,1955,13573.22
GHA,1956,13534.34
GHA,1957,13441.41
GHA,1958,14687.27
GHA,1959,16545.63
GHA,1960,17728.23
GHA,1961,17284.91
GHA,1962,17288.49
GHA,1963,18542.35
GHA,1964,19494.17
GHA,1965,18681.71
GHA,1966,18569.84
GHA,1967,18420.79
GHA,1968,19266.21
GHA,1969,20824.29
GHA,1970,22901.02
GHA,1971,23019.32
GHA,1972,20949.69
GHA,1973,23492.09
GHA,1974,25504.39
GHA,1975,22893.5
GHA,1976,20640.16
GHA,1977,22995.21
GHA,1978,23362.07
GHA,1979,22549.95
GHA,1980,22975.29
GHA,1981,21554.31
GHA,1982,18436.17
GHA,1983,18427.98
GHA,1984,20479.81
GHA,1985,22052.74
GHA,1986,22753.26
GHA,1987,23754.54
GHA,1988,25795.59
GHA,1989,25433.7
GHA,1990,26001
GHA,1991,27876.02
GHA,1992,27715.89
GHA,1993,28383.63
GHA,1994,29878.67
GHA,1995,31006.62
GHA,1996,31301.81
GHA,1997,34120.85
GHA,1998,34289.64
GHA,1999,38401.14
GHA,2000,40259.5
GHA,2001,38307.5
GHA,2002,39608.79
GHA,2003,43722.79
GHA,2004,46697.14
GHA,2005,47035.39
GHA,2006,48587.2
GHA,2007,52498.11
GHA,2008,57656.73
GHA,2009,61963.44
GHA,2010,72003.15
GHA,2011,77941.53
GIN,1950,
GIN,1951,
GIN,1952,
GIN,1953,
GIN,1954,
GIN,1955,
GIN,1956,
GIN,1957,
GIN,1958,
GIN,1959,5703.24
GIN,1960,6238.72
GIN,1961,6425.08
GIN,1962,6536.25
GIN,1963,7331.53
GIN,1964,6672.46
GIN,1965,6892.38
GIN,1966,6822.6
GIN,1967,6870.9
GIN,1968,6936.44
GIN,1969,6841.61
GIN,1970,6572.96
GIN,1971,6924.92
GIN,1972,7082.97
GIN,1973,7190.16
GIN,1974,7566.44
GIN,1975,7804.08
GIN,1976,8407.87
GIN,1977,8117.51
GIN,1978,8656
GIN,1979,8549.89
GIN,1980,8924.87
GIN,1981,8780.88
GIN,1982,8956.5
GIN,1983,9042.39
GIN,1984,9221.86
GIN,1985,9699.83
GIN,1986,9824.66
GIN,1987,10089.93
GIN,1988,10705.11
GIN,1989,11079.5
GIN,1990,11032.72
GIN,1991,11538.75
GIN,1992,11381.87
GIN,1993,11883.68
GIN,1994,12757.16
GIN,1995,14151.61
GIN,1996,15257.16
GIN,1997,14240.1
GIN,1998,13178.21
GIN,1999,12837.2
GIN,2000,11752.13
GIN,2001,11560.76
GIN,2002,10729.01
GIN,2003,10219.63
GIN,2004,9944.86
GIN,2005,9756.8
GIN,2006,9947.69
